busID,voltage,phaseAngle,timestamp
B21,1.02,-5.3,1754684385.0745869
B22,0.98,-6.1,1754684385.0745888
B6,1.02,-5.3,1754684387.0767157
B9,1.01,0.5,1754684387.0767772
B10,0.99,0.2,1754684387.0767808
B17,0.98,-6.1,1754684387.0767832
B20,0.99,0.2,1754684387.0767846
B21,1.02,-5.3,1754684387.0767863
B22,0.98,-6.1,1754684387.0767877
B6,1.02,-5.3,1754684389.077299
B9,1.01,0.5,1754684389.077406
B10,0.99,0.2,1754684389.0774157
B17,0.98,-6.1,1754684389.0774221
B20,0.99,0.2,1754684389.077427
B21,1.02,-5.3,1754684389.0774314
B22,0.98,-6.1,1754684389.077436
B6,1.02,-5.3,1754684391.0826533
B9,1.01,0.5,1754684391.0827982
B10,0.99,0.2,1754684391.082809
B17,0.98,-6.1,1754684391.0828152
B20,0.99,0.2,1754684391.082821
B21,1.02,-5.3,1754684391.0828252
B22,0.98,-6.1,1754684391.0828295
B6,1.02,-5.3,1754684393.0836816
B9,1.01,0.5,1754684393.0837555
B10,0.99,0.2,1754684393.0837607
B17,0.98,-6.1,1754684393.083764
B20,0.99,0.2,1754684393.0837665
B21,1.02,-5.3,1754684393.0837688
B22,0.98,-6.1,1754684393.0837712
B6,1.02,-5.3,1754684395.0841694
B9,1.01,0.5,1754684395.0842519
B10,0.99,0.2,1754684395.0842571
B17,0.98,-6.1,1754684395.08426
B20,0.99,0.2,1754684395.0842626
B21,1.02,-5.3,1754684395.084265
B22,0.98,-6.1,1754684395.0842674
B6,1.02,-5.3,1754684397.08519
B9,1.01,0.5,1754684397.0853143
B10,0.99,0.2,1754684397.0853286
B17,0.98,-6.1,1754684397.0853372
B20,0.99,0.2,1754684397.0853443
B21,1.02,-5.3,1754684397.0853512
B22,0.98,-6.1,1754684397.0853574
B6,1.02,-5.3,1754684399.0860531
B9,1.01,0.5,1754684399.0862222
B10,0.99,0.2,1754684399.0862372
B17,0.98,-6.1,1754684399.0862458
B20,0.99,0.2,1754684399.0862534
B21,1.02,-5.3,1754684399.0862596
B22,0.98,-6.1,1754684399.0862663
B6,1.02,-5.3,1754684401.0866988
B9,1.01,0.5,1754684401.087733
B10,0.99,0.2,1754684401.0877593
B17,0.98,-6.1,1754684401.0877693
B20,0.99,0.2,1754684401.0877767
B21,1.02,-5.3,1754684401.0877836
B22,0.98,-6.1,1754684401.0877905
B6,1.02,-5.3,1754684403.0901482
B9,1.01,0.5,1754684403.0902674
B10,0.99,0.2,1754684403.0902772
B17,0.98,-6.1,1754684403.090283
B20,0.99,0.2,1754684403.090288
B21,1.02,-5.3,1754684403.0902922
B22,0.98,-6.1,1754684403.0902965
B6,1.02,-5.3,1754684405.0906622
B9,1.01,0.5,1754684405.0907376
B10,0.99,0.2,1754684405.0907428
B17,0.98,-6.1,1754684405.0907462
B20,0.99,0.2,1754684405.090749
B21,1.02,-5.3,1754684405.0907512
B22,0.98,-6.1,1754684405.0907536
B6,1.02,-5.3,1754684407.0920131
B9,1.01,0.5,1754684407.0921593
B10,0.99,0.2,1754684407.0921743
B17,0.98,-6.1,1754684407.0921834
B20,0.99,0.2,1754684407.092191
B21,1.02,-5.3,1754684407.0921977
B22,0.98,-6.1,1754684407.0922046
B6,1.02,-5.3,1754684409.093244
B9,1.01,0.5,1754684409.0933216
B10,0.99,0.2,1754684409.0933275
B17,0.98,-6.1,1754684409.0933313
B20,0.99,0.2,1754684409.0933344
B21,1.02,-5.3,1754684409.0933368
B22,0.98,-6.1,1754684409.0933394
B6,1.02,-5.3,1754684411.0941174
B9,1.01,0.5,1754684411.0942316
B10,0.99,0.2,1754684411.094242
B17,0.98,-6.1,1754684411.0942488
B20,0.99,0.2,1754684411.0942543
B21,1.02,-5.3,1754684411.094259
B22,0.98,-6.1,1754684411.0942638
B6,1.02,-5.3,1754684413.0949461
B9,1.01,0.5,1754684413.0950165
B10,0.99,0.2,1754684413.0950212
B17,0.98,-6.1,1754684413.0950243
B20,0.99,0.2,1754684413.0950267
B21,1.02,-5.3,1754684413.0950286
B22,0.98,-6.1,1754684413.0950308
B6,1.02,-5.3,1754684415.0958273
B9,1.01,0.5,1754684415.096335
B10,0.99,0.2,1754684415.09636
B17,0.98,-6.1,1754684415.0963695
B20,0.99,0.2,1754684415.0963774
B21,1.02,-5.3,1754684415.096384
B22,0.98,-6.1,1754684415.096391
B6,1.02,-5.3,1754684417.097151
B9,1.01,0.5,1754684417.0972466
B10,0.99,0.2,1754684417.0972557
B17,0.98,-6.1,1754684417.097262
B20,0.99,0.2,1754684417.097267
B21,1.02,-5.3,1754684417.097271
B22,0.98,-6.1,1754684417.097275
B6,1.02,-5.3,1754684419.0985377
B9,1.01,0.5,1754684419.1002667
B10,0.99,0.2,1754684419.1003144
B17,0.98,-6.1,1754684419.1003249
B20,0.99,0.2,1754684419.1003332
B21,1.02,-5.3,1754684419.1003408
B22,0.98,-6.1,1754684419.1003478
B6,1.02,-5.3,1754684421.1024995
B9,1.01,0.5,1754684421.102639
B10,0.99,0.2,1754684421.102654
B17,0.98,-6.1,1754684421.1026633
B20,0.99,0.2,1754684421.1026704
B21,1.02,-5.3,1754684421.1026776
B22,0.98,-6.1,1754684421.1026843
B6,1.02,-5.3,1754684423.1040235
B9,1.01,0.5,1754684423.1041648
B10,0.99,0.2,1754684423.1041799
B17,0.98,-6.1,1754684423.1041894
B20,0.99,0.2,1754684423.1041968
B21,1.02,-5.3,1754684423.1042035
B22,0.98,-6.1,1754684423.1042101
B6,1.02,-5.3,1754684425.1064122
B9,1.01,0.5,1754684425.1065538
B10,0.99,0.2,1754684425.1065679
B17,0.98,-6.1,1754684425.106577
B20,0.99,0.2,1754684425.1065845
B21,1.02,-5.3,1754684425.1065915
B22,0.98,-6.1,1754684425.1065986
B6,1.02,-5.3,1754684427.1074567
B9,1.01,0.5,1754684427.107581
B10,0.99,0.2,1754684427.1075914
B17,0.98,-6.1,1754684427.1075978
B20,0.99,0.2,1754684427.1076028
B21,1.02,-5.3,1754684427.1076076
B22,0.98,-6.1,1754684427.107612
B6,1.02,-5.3,1754684429.1081233
B9,1.01,0.5,1754684429.1082458
B10,0.99,0.2,1754684429.1082559
B17,0.98,-6.1,1754684429.1082618
B20,0.99,0.2,1754684429.108267
B21,1.02,-5.3,1754684429.1082718
B22,0.98,-6.1,1754684429.1082764
B6,1.02,-5.3,1754684431.1091142
B9,1.01,0.5,1754684431.1092405
B10,0.99,0.2,1754684431.1092546
B17,0.98,-6.1,1754684431.1092637
B20,0.99,0.2,1754684431.1092708
B21,1.02,-5.3,1754684431.1092775
B22,0.98,-6.1,1754684431.1092842
B6,1.02,-5.3,1754684433.112188
B9,1.01,0.5,1754684433.112308
B10,0.99,0.2,1754684433.1123195
B17,0.98,-6.1,1754684433.1123269
B20,0.99,0.2,1754684433.1123326
B21,1.02,-5.3,1754684433.1123374
B22,0.98,-6.1,1754684433.1123424
B6,1.02,-5.3,1754684435.1183667
B9,1.01,0.5,1754684435.1184464
B10,0.99,0.2,1754684435.118451
B17,0.98,-6.1,1754684435.1184545
B20,0.99,0.2,1754684435.118457
B21,1.02,-5.3,1754684435.1184595
B22,0.98,-6.1,1754684435.1184614
B6,1.02,-5.3,1754684437.1206713
B9,1.01,0.5,1754684437.120825
B10,0.99,0.2,1754684437.1208389
B17,0.98,-6.1,1754684437.1208484
B20,0.99,0.2,1754684437.1208556
B21,1.02,-5.3,1754684437.120862
B22,0.98,-6.1,1754684437.1208684
B6,1.02,-5.3,1754684439.1235437
B9,1.01,0.5,1754684439.1238384
B10,0.99,0.2,1754684439.123849
B17,0.98,-6.1,1754684439.1238527
B20,0.99,0.2,1754684439.1238556
B21,1.02,-5.3,1754684439.123858
B22,0.98,-6.1,1754684439.1238606
B6,1.02,-5.3,1754684441.1263604
B9,1.01,0.5,1754684441.1264696
B10,0.99,0.2,1754684441.1264758
B17,0.98,-6.1,1754684441.1264799
B20,0.99,0.2,1754684441.1264832
B21,1.02,-5.3,1754684441.1264863
B22,0.98,-6.1,1754684441.1264892
B6,1.02,-5.3,1754684443.1285489
B9,1.01,0.5,1754684443.1286151
B10,0.99,0.2,1754684443.1286204
B17,0.98,-6.1,1754684443.128624
B20,0.99,0.2,1754684443.128627
B21,1.02,-5.3,1754684443.1286292
B22,0.98,-6.1,1754684443.1286316
B6,1.02,-5.3,1754684445.1290371
B9,1.01,0.5,1754684445.1291637
B10,0.99,0.2,1754684445.1291742
B17,0.98,-6.1,1754684445.129181
B20,0.99,0.2,1754684445.1291866
B21,1.02,-5.3,1754684445.1291916
B22,0.98,-6.1,1754684445.1291966
B6,1.02,-5.3,1754684447.1299343
B9,1.01,0.5,1754684447.1300168
B10,0.99,0.2,1754684447.1300218
B17,0.98,-6.1,1754684447.1300247
B20,0.99,0.2,1754684447.1300273
B21,1.02,-5.3,1754684447.1300297
B22,0.98,-6.1,1754684447.1300318
B6,1.02,-5.3,1754684449.131103
B9,1.01,0.5,1754684449.1312246
B10,0.99,0.2,1754684449.1312337
B17,0.98,-6.1,1754684449.1312394
B20,0.99,0.2,1754684449.1312435
B21,1.02,-5.3,1754684449.131247
B22,0.98,-6.1,1754684449.1312506
B6,1.02,-5.3,1754684451.1316655
B9,1.01,0.5,1754684451.1317356
B10,0.99,0.2,1754684451.1317403
B17,0.98,-6.1,1754684451.1317437
B20,0.99,0.2,1754684451.131746
B21,1.02,-5.3,1754684451.1317484
B22,0.98,-6.1,1754684451.1317503
B6,1.02,-5.3,1754684453.1334863
B9,1.01,0.5,1754684453.1336114
B10,0.99,0.2,1754684453.1336234
B17,0.98,-6.1,1754684453.1336305
B20,0.99,0.2,1754684453.1336362
B21,1.02,-5.3,1754684453.1336417
B22,0.98,-6.1,1754684453.1336477
B6,1.02,-5.3,1754684455.1340222
B9,1.01,0.5,1754684455.1341465
B10,0.99,0.2,1754684455.1341558
B17,0.98,-6.1,1754684455.1341622
B20,0.99,0.2,1754684455.1341672
B21,1.02,-5.3,1754684455.134172
B22,0.98,-6.1,1754684455.1341765
B6,1.02,-5.3,1754684457.1448905
B9,1.01,0.5,1754684457.1450243
B10,0.99,0.2,1754684457.1450393
B17,0.98,-6.1,1754684457.1450484
B20,0.99,0.2,1754684457.1450558
B21,1.02,-5.3,1754684457.1450627
B22,0.98,-6.1,1754684457.1450691
B6,1.02,-5.3,1754684459.1466646
B9,1.01,0.5,1754684459.146781
B10,0.99,0.2,1754684459.1467917
B17,0.98,-6.1,1754684459.1467977
B20,0.99,0.2,1754684459.1468024
B21,1.02,-5.3,1754684459.1468065
B22,0.98,-6.1,1754684459.1468108
B6,1.02,-5.3,1754684461.1472523
B9,1.01,0.5,1754684461.1476736
B10,0.99,0.2,1754684461.1476972
B17,0.98,-6.1,1754684461.1477048
B20,0.99,0.2,1754684461.1477108
B21,1.02,-5.3,1754684461.147716
B22,0.98,-6.1,1754684461.1477213
B6,1.02,-5.3,1754684463.1501458
B9,1.01,0.5,1754684463.1503687
B10,0.99,0.2,1754684463.150388
B17,0.98,-6.1,1754684463.1503952
B20,0.99,0.2,1754684463.1504009
B21,1.02,-5.3,1754684463.150406
B22,0.98,-6.1,1754684463.1504114
B6,1.02,-5.3,1754684465.1515257
B9,1.01,0.5,1754684465.1517732
B10,0.99,0.2,1754684465.1517956
B17,0.98,-6.1,1754684465.1518044
B20,0.99,0.2,1754684465.1518123
B21,1.02,-5.3,1754684465.1518188
B22,0.98,-6.1,1754684465.1518257
B6,1.02,-5.3,1754684467.1523201
B9,1.01,0.5,1754684467.1535394
B10,0.99,0.2,1754684467.153579
B17,0.98,-6.1,1754684467.1535847
B20,0.99,0.2,1754684467.1535892
B21,1.02,-5.3,1754684467.153593
B22,0.98,-6.1,1754684467.1535966
B6,1.02,-5.3,1754684469.1548734
B9,1.01,0.5,1754684469.1549397
B10,0.99,0.2,1754684469.1549442
B17,0.98,-6.1,1754684469.1549473
B20,0.99,0.2,1754684469.15495
B21,1.02,-5.3,1754684469.154952
B22,0.98,-6.1,1754684469.1549544
B6,1.02,-5.3,1754684471.1556919
B9,1.01,0.5,1754684471.1557915
B10,0.99,0.2,1754684471.1557996
B17,0.98,-6.1,1754684471.155803
B20,0.99,0.2,1754684471.1558056
B21,1.02,-5.3,1754684471.1558082
B22,0.98,-6.1,1754684471.1558106
B6,1.02,-5.3,1754684473.1565883
B9,1.01,0.5,1754684473.1566966
B10,0.99,0.2,1754684473.1567059
B17,0.98,-6.1,1754684473.1567116
B20,0.99,0.2,1754684473.1567168
B21,1.02,-5.3,1754684473.1567209
B22,0.98,-6.1,1754684473.1567252
B6,1.02,-5.3,1754684475.1594613
B9,1.01,0.5,1754684475.1595924
B10,0.99,0.2,1754684475.1596053
B17,0.98,-6.1,1754684475.159612
B20,0.99,0.2,1754684475.1596172
B21,1.02,-5.3,1754684475.1596217
B22,0.98,-6.1,1754684475.1596265
B6,1.02,-5.3,1754684477.1608522
B9,1.01,0.5,1754684477.1609755
B10,0.99,0.2,1754684477.1609864
B17,0.98,-6.1,1754684477.160993
B20,0.99,0.2,1754684477.160998
B21,1.02,-5.3,1754684477.161003
B22,0.98,-6.1,1754684477.161008
B6,1.02,-5.3,1754684479.16199
B9,1.01,0.5,1754684479.1621356
B10,0.99,0.2,1754684479.1621428
B17,0.98,-6.1,1754684479.162146
B20,0.99,0.2,1754684479.1621487
B21,1.02,-5.3,1754684479.1621509
B22,0.98,-6.1,1754684479.1621532
B6,1.02,-5.3,1754684481.1624339
B9,1.01,0.5,1754684481.16265
B10,0.99,0.2,1754684481.1626716
B17,0.98,-6.1,1754684481.1626806
B20,0.99,0.2,1754684481.1626885
B21,1.02,-5.3,1754684481.1626952
B22,0.98,-6.1,1754684481.1627018
B6,1.02,-5.3,1754684483.1635664
B9,1.01,0.5,1754684483.1636903
B10,0.99,0.2,1754684483.1637363
B17,0.98,-6.1,1754684483.1637495
B20,0.99,0.2,1754684483.1637566
B21,1.02,-5.3,1754684483.1637626
B22,0.98,-6.1,1754684483.163768
B6,1.02,-5.3,1754684485.17797
B9,1.01,0.5,1754684485.1780534
B10,0.99,0.2,1754684485.1780598
B17,0.98,-6.1,1754684485.1780632
B20,0.99,0.2,1754684485.1780665
B21,1.02,-5.3,1754684485.1780689
B22,0.98,-6.1,1754684485.1780715
B6,1.02,-5.3,1754684487.1784785
B9,1.01,0.5,1754684487.1785433
B10,0.99,0.2,1754684487.178549
B17,0.98,-6.1,1754684487.1785522
B20,0.99,0.2,1754684487.1785545
B21,1.02,-5.3,1754684487.178557
B22,0.98,-6.1,1754684487.178559
B6,1.02,-5.3,1754684489.1794431
B9,1.01,0.5,1754684489.179987
B10,0.99,0.2,1754684489.18
B17,0.98,-6.1,1754684489.1800034
B20,0.99,0.2,1754684489.1800065
B21,1.02,-5.3,1754684489.180009
B22,0.98,-6.1,1754684489.1800113
B6,1.02,-5.3,1754684491.183387
B9,1.01,0.5,1754684491.18349
B10,0.99,0.2,1754684491.1834984
B17,0.98,-6.1,1754684491.183504
B20,0.99,0.2,1754684491.1835089
B21,1.02,-5.3,1754684491.1835132
B22,0.98,-6.1,1754684491.1835172
B6,1.02,-5.3,1754684493.1865728
B9,1.01,0.5,1754684493.1866407
B10,0.99,0.2,1754684493.1866453
B17,0.98,-6.1,1754684493.1866481
B20,0.99,0.2,1754684493.1866505
B21,1.02,-5.3,1754684493.1866527
B22,0.98,-6.1,1754684493.1866548
B6,1.02,-5.3,1754684495.187413
B9,1.01,0.5,1754684495.1874738
B10,0.99,0.2,1754684495.1874785
B17,0.98,-6.1,1754684495.1874816
B20,0.99,0.2,1754684495.1874843
B21,1.02,-5.3,1754684495.1874862
B22,0.98,-6.1,1754684495.1874883
B6,1.02,-5.3,1754684497.1882527
B9,1.01,0.5,1754684497.1883903
B10,0.99,0.2,1754684497.1884189
B17,0.98,-6.1,1754684497.1884232
B20,0.99,0.2,1754684497.1884265
B21,1.02,-5.3,1754684497.188429
B22,0.98,-6.1,1754684497.1884322
B6,1.02,-5.3,1754684499.1929398
B9,1.01,0.5,1754684499.1930635
B10,0.99,0.2,1754684499.193077
B17,0.98,-6.1,1754684499.1930861
B20,0.99,0.2,1754684499.1930933
B21,1.02,-5.3,1754684499.1931
B22,0.98,-6.1,1754684499.1931074
B6,1.02,-5.3,1754684501.195936
B9,1.01,0.5,1754684501.195999
B10,0.99,0.2,1754684501.1960044
B17,0.98,-6.1,1754684501.1960075
B20,0.99,0.2,1754684501.1960099
B21,1.02,-5.3,1754684501.1960123
B22,0.98,-6.1,1754684501.1960144
B6,1.02,-5.3,1754684503.197328
B9,1.01,0.5,1754684503.19741
B10,0.99,0.2,1754684503.1974149
B17,0.98,-6.1,1754684503.197418
B20,0.99,0.2,1754684503.1974206
B21,1.02,-5.3,1754684503.1974227
B22,0.98,-6.1,1754684503.1974251
B6,1.02,-5.3,1754684505.1981182
B9,1.01,0.5,1754684505.1981802
B10,0.99,0.2,1754684505.198185
B17,0.98,-6.1,1754684505.198188
B20,0.99,0.2,1754684505.1981907
B21,1.02,-5.3,1754684505.1981928
B22,0.98,-6.1,1754684505.1981955
B6,1.02,-5.3,1754684507.1999118
B9,1.01,0.5,1754684507.2000139
B10,0.99,0.2,1754684507.2000237
B17,0.98,-6.1,1754684507.2000294
B20,0.99,0.2,1754684507.2000346
B21,1.02,-5.3,1754684507.2000391
B22,0.98,-6.1,1754684507.2000437
B6,1.02,-5.3,1754684509.2020109
B9,1.01,0.5,1754684509.2021112
B10,0.99,0.2,1754684509.2021172
B17,0.98,-6.1,1754684509.2021213
B20,0.99,0.2,1754684509.2021246
B21,1.02,-5.3,1754684509.2021277
B22,0.98,-6.1,1754684509.20213
B6,1.02,-5.3,1754684511.203289
B9,1.01,0.5,1754684511.2033522
B10,0.99,0.2,1754684511.2033575
B17,0.98,-6.1,1754684511.2033608
B20,0.99,0.2,1754684511.203364
B21,1.02,-5.3,1754684511.203366
B22,0.98,-6.1,1754684511.2033684
B6,1.02,-5.3,1754684513.2085087
B9,1.01,0.5,1754684513.2087014
B10,0.99,0.2,1754684513.2087078
B17,0.98,-6.1,1754684513.208711
B20,0.99,0.2,1754684513.2087135
B21,1.02,-5.3,1754684513.2087157
B22,0.98,-6.1,1754684513.208718
B6,1.02,-5.3,1754684515.215309
B9,1.01,0.5,1754684515.215377
B10,0.99,0.2,1754684515.215382
B17,0.98,-6.1,1754684515.2153852
B20,0.99,0.2,1754684515.2153878
B21,1.02,-5.3,1754684515.21539
B22,0.98,-6.1,1754684515.2153924
B6,1.02,-5.3,1754684517.2183118
B9,1.01,0.5,1754684517.218461
B10,0.99,0.2,1754684517.2185116
B17,0.98,-6.1,1754684517.2185245
B20,0.99,0.2,1754684517.2185314
B21,1.02,-5.3,1754684517.2185369
B22,0.98,-6.1,1754684517.2185423
B6,1.02,-5.3,1754684519.2192752
B9,1.01,0.5,1754684519.2195709
B10,0.99,0.2,1754684519.2195823
B17,0.98,-6.1,1754684519.2195861
B20,0.99,0.2,1754684519.2195888
B21,1.02,-5.3,1754684519.2195914
B22,0.98,-6.1,1754684519.2195938
B6,1.02,-5.3,1754684521.2204387
B9,1.01,0.5,1754684521.2205143
B10,0.99,0.2,1754684521.220519
B17,0.98,-6.1,1754684521.2205224
B20,0.99,0.2,1754684521.220525
B21,1.02,-5.3,1754684521.2205272
B22,0.98,-6.1,1754684521.2205293
B6,1.02,-5.3,1754684523.2218325
B9,1.01,0.5,1754684523.2221026
B10,0.99,0.2,1754684523.2228405
B17,0.98,-6.1,1754684523.2228444
B20,0.99,0.2,1754684523.2228472
B21,1.02,-5.3,1754684523.2228496
B22,0.98,-6.1,1754684523.2228518
B6,1.02,-5.3,1754684525.2232802
B9,1.01,0.5,1754684525.2233498
B10,0.99,0.2,1754684525.223355
B17,0.98,-6.1,1754684525.2233582
B20,0.99,0.2,1754684525.2233608
B21,1.02,-5.3,1754684525.2233632
B22,0.98,-6.1,1754684525.223365
B6,1.02,-5.3,1754684527.224869
B9,1.01,0.5,1754684527.2249365
B10,0.99,0.2,1754684527.2249415
B17,0.98,-6.1,1754684527.2249446
B20,0.99,0.2,1754684527.224947
B21,1.02,-5.3,1754684527.2249494
B22,0.98,-6.1,1754684527.2249515
B6,1.02,-5.3,1754684529.226998
B9,1.01,0.5,1754684529.227101
B10,0.99,0.2,1754684529.227106
B17,0.98,-6.1,1754684529.2271094
B20,0.99,0.2,1754684529.2271125
B21,1.02,-5.3,1754684529.2271147
B22,0.98,-6.1,1754684529.227117
B6,1.02,-5.3,1754684531.2321887
B9,1.01,0.5,1754684531.2322557
B10,0.99,0.2,1754684531.2322605
B17,0.98,-6.1,1754684531.232263
B20,0.99,0.2,1754684531.2322657
B21,1.02,-5.3,1754684531.232268
B22,0.98,-6.1,1754684531.23227
B6,1.02,-5.3,1754684533.2333412
B9,1.01,0.5,1754684533.233416
B10,0.99,0.2,1754684533.233422
B17,0.98,-6.1,1754684533.2334256
B20,0.99,0.2,1754684533.233429
B21,1.02,-5.3,1754684533.2334316
B22,0.98,-6.1,1754684533.2334342
B6,1.02,-5.3,1754684535.2415042
B9,1.01,0.5,1754684535.24164
B10,0.99,0.2,1754684535.241654
B17,0.98,-6.1,1754684535.241663
B20,0.99,0.2,1754684535.2416704
B21,1.02,-5.3,1754684535.2416773
B22,0.98,-6.1,1754684535.2416844
B6,1.02,-5.3,1754684537.2417867
B9,1.01,0.5,1754684537.2418566
B10,0.99,0.2,1754684537.2418616
B17,0.98,-6.1,1754684537.241865
B20,0.99,0.2,1754684537.2418675
B21,1.02,-5.3,1754684537.24187
B22,0.98,-6.1,1754684537.241872
B6,1.02,-5.3,1754684539.2436733
B9,1.01,0.5,1754684539.2437935
B10,0.99,0.2,1754684539.2438047
B17,0.98,-6.1,1754684539.2438116
B20,0.99,0.2,1754684539.2438178
B21,1.02,-5.3,1754684539.2438228
B22,0.98,-6.1,1754684539.2438278
B6,1.02,-5.3,1754684541.2556357
B9,1.01,0.5,1754684541.256275
B10,0.99,0.2,1754684541.256302
B17,0.98,-6.1,1754684541.2563128
B20,0.99,0.2,1754684541.256322
B21,1.02,-5.3,1754684541.2563293
B22,0.98,-6.1,1754684541.256337
B6,1.02,-5.3,1754684543.2651792
B9,1.01,0.5,1754684543.265288
B10,0.99,0.2,1754684543.2652998
B17,0.98,-6.1,1754684543.2653072
B20,0.99,0.2,1754684543.2653146
B21,1.02,-5.3,1754684543.2653196
B22,0.98,-6.1,1754684543.2653248
B6,1.02,-5.3,1754684545.2852252
B9,1.01,0.5,1754684545.2853272
B10,0.99,0.2,1754684545.2853367
B17,0.98,-6.1,1754684545.2853425
B20,0.99,0.2,1754684545.285347
B21,1.02,-5.3,1754684545.2853515
B22,0.98,-6.1,1754684545.2853558
B6,1.02,-5.3,1754684547.2966793
B9,1.01,0.5,1754684547.2969675
B10,0.99,0.2,1754684547.2969928
B17,0.98,-6.1,1754684547.2970026
B20,0.99,0.2,1754684547.2970111
B21,1.02,-5.3,1754684547.2970183
B22,0.98,-6.1,1754684547.2975645
B6,1.02,-5.3,1754684549.306147
B9,1.01,0.5,1754684549.3062692
B10,0.99,0.2,1754684549.3062801
B17,0.98,-6.1,1754684549.3062868
B20,0.99,0.2,1754684549.3062925
B21,1.02,-5.3,1754684549.306297
B22,0.98,-6.1,1754684549.3063016
B6,1.02,-5.3,1754684551.3072777
B9,1.01,0.5,1754684551.3073864
B10,0.99,0.2,1754684551.3073976
B17,0.98,-6.1,1754684551.307404
B20,0.99,0.2,1754684551.3074098
B21,1.02,-5.3,1754684551.3074148
B22,0.98,-6.1,1754684551.3074203
B6,1.02,-5.3,1754684553.312286
B9,1.01,0.5,1754684553.312358
B10,0.99,0.2,1754684553.3123655
B17,0.98,-6.1,1754684553.3123705
B20,0.99,0.2,1754684553.3123746
B21,1.02,-5.3,1754684553.3123782
B22,0.98,-6.1,1754684553.3123815
B6,1.02,-5.3,1754684555.3129895
B9,1.01,0.5,1754684555.313095
B10,0.99,0.2,1754684555.3131044
B17,0.98,-6.1,1754684555.3131104
B20,0.99,0.2,1754684555.3131151
B21,1.02,-5.3,1754684555.3131194
B22,0.98,-6.1,1754684555.313124
B6,1.02,-5.3,1754684557.3146846
B9,1.01,0.5,1754684557.3148773
B10,0.99,0.2,1754684557.3148968
B17,0.98,-6.1,1754684557.314907
B20,0.99,0.2,1754684557.314916
B21,1.02,-5.3,1754684557.314923
B22,0.98,-6.1,1754684557.3149304
B6,1.02,-5.3,1754684559.316306
B9,1.01,0.5,1754684559.3164203
B10,0.99,0.2,1754684559.3164299
B17,0.98,-6.1,1754684559.3164358
B20,0.99,0.2,1754684559.3164408
B21,1.02,-5.3,1754684559.3164449
B22,0.98,-6.1,1754684559.3164492
B6,1.02,-5.3,1754684561.3516357
B9,1.01,0.5,1754684561.389339
B10,0.99,0.2,1754684561.3894231
B17,0.98,-6.1,1754684561.3894396
B20,0.99,0.2,1754684561.3894536
B21,1.02,-5.3,1754684561.389465
B22,0.98,-6.1,1754684561.389477
B6,1.02,-5.3,1754684563.3902397
B9,1.01,0.5,1754684563.3903198
B10,0.99,0.2,1754684563.390325
B17,0.98,-6.1,1754684563.3903284
B20,0.99,0.2,1754684563.3903308
B21,1.02,-5.3,1754684563.3903334
B22,0.98,-6.1,1754684563.3903356
B6,1.02,-5.3,1754684565.3904753
B9,1.01,0.5,1754684565.3905513
B10,0.99,0.2,1754684565.3905566
B17,0.98,-6.1,1754684565.3905597
B20,0.99,0.2,1754684565.3905623
B21,1.02,-5.3,1754684565.3905644
B22,0.98,-6.1,1754684565.3905663
B6,1.02,-5.3,1754684567.3919063
B9,1.01,0.5,1754684567.3927932
B10,0.99,0.2,1754684567.3928363
B17,0.98,-6.1,1754684567.3928518
B20,0.99,0.2,1754684567.392864
B21,1.02,-5.3,1754684567.3928747
B22,0.98,-6.1,1754684567.3928854
B6,1.02,-5.3,1754684569.3954477
B9,1.01,0.5,1754684569.395604
B10,0.99,0.2,1754684569.3956258
B17,0.98,-6.1,1754684569.3956385
B20,0.99,0.2,1754684569.3956494
B21,1.02,-5.3,1754684569.3956594
B22,0.98,-6.1,1754684569.3956697
B6,1.02,-5.3,1754684571.3970408
B9,1.01,0.5,1754684571.3978877
B10,0.99,0.2,1754684571.397926
B17,0.98,-6.1,1754684571.3984735
B20,0.99,0.2,1754684571.3984888
B21,1.02,-5.3,1754684571.3985004
B22,0.98,-6.1,1754684571.3985114
B6,1.02,-5.3,1754684573.400311
B9,1.01,0.5,1754684573.4004674
B10,0.99,0.2,1754684573.40049
B17,0.98,-6.1,1754684573.4005032
B20,0.99,0.2,1754684573.40052
B21,1.02,-5.3,1754684573.4005306
B22,0.98,-6.1,1754684573.4005415
B6,1.02,-5.3,1754684575.401198
B9,1.01,0.5,1754684575.4021285
B10,0.99,0.2,1754684575.4021645
B17,0.98,-6.1,1754684575.40218
B20,0.99,0.2,1754684575.4021919
B21,1.02,-5.3,1754684575.4022026
B22,0.98,-6.1,1754684575.402213
B6,1.02,-5.3,1754684577.4146552
B9,1.01,0.5,1754684577.4164977
B10,0.99,0.2,1754684577.4165397
B17,0.98,-6.1,1754684577.4165552
B20,0.99,0.2,1754684577.4165676
B21,1.02,-5.3,1754684577.4165785
B22,0.98,-6.1,1754684577.4165893
B6,1.02,-5.3,1754684579.4356222
B9,1.01,0.5,1754684579.4360507
B10,0.99,0.2,1754684579.436087
B17,0.98,-6.1,1754684579.436101
B20,0.99,0.2,1754684579.4361129
B21,1.02,-5.3,1754684579.4361238
B22,0.98,-6.1,1754684579.4361348
B6,1.02,-5.3,1754684581.4397326
B9,1.01,0.5,1754684581.4398777
B10,0.99,0.2,1754684581.4398997
B17,0.98,-6.1,1754684581.4408283
B20,0.99,0.2,1754684581.4408667
B21,1.02,-5.3,1754684581.4408798
